#DEPTH,CASE,POR,Vma,Vsh,Sw,Sh,Sxo,Vma1,Vma2,Vma3,Shm,Shr,DEN,AC,CNL,RT,RXO,GR,SP,CAL,lithology
1502,非储层,2.404262458,14.23493845,83.36079909,92.21373912,7.786260882,93.44133698,13.62002212,0.600681391,0.014234938,1.227597865,6.558663017,2.481194223,228.4579439,30.83698961,0.606289387,0.603697997,145.8032168,65.23230323,21.84964342,泥岩
1502.125,非储层,2.400298144,15.49585409,82.10384777,94.61018595,5.389814052,95.85122754,14.82646913,0.653889107,0.015495854,1.241041597,4.148772455,2.37381478,219.5438296,30.83693309,0.596006363,0.593507545,154.0330904,65.2777193,23.19492873,泥岩
1502.25,非储层,2.362385128,13.40329851,84.23431636,96.15055475,3.849445249,97.40773691,12.8243071,0.565588114,0.013403299,1.25718216,2.592263089,2.612980246,230.4642555,31.09993666,0.583078904,0.580834273,167.7331272,66.21634041,23.07301146,泥岩
1502.375,非储层,2.366739146,11.98306888,85.65019197,97.285819,2.714181005,98.53775946,11.46542809,0.505657717,0.011983069,1.251940461,1.462240544,2.599664311,227.4411376,31.2093203,0.574961587,0.572834773,163.3955493,65.98211589,22.96372803,泥岩
1502.5,非储层,2.34218183,12.94941728,84.70840089,96.05402471,3.945975287,97.31876606,12.39003248,0.546435379,0.012949417,1.264741344,2.681233942,2.511753441,216.0102405,31.49691162,0.56588149,0.564018693,153.4197684,66.76820264,23.02999153,泥岩
1502.625,非储层,2.384189355,12.30896804,85.3068426,96.84636963,3.153630365,98.09778544,11.77724917,0.519409906,0.012308968,1.251415806,1.902214559,2.598934065,212.3090209,31.71593068,0.558094395,0.556448293,147.5600297,65.65878426,21.92842374,泥岩
1502.75,非储层,2.329185926,10.96262018,86.7081939,98.71424459,1.285755412,99.99,10.48906041,0.462597149,0.01096262,1.275755412,0.01,2.388127269,238.6750338,31.93522325,0.552032761,0.550609934,150.1260215,66.15080505,22.16556468,泥岩
1502.875,非储层,2.378082613,9.541995545,88.07992184,98.69118623,1.308813767,99.99,9.129803466,0.402650084,0.009541996,1.298813767,0.01,2.535940813,251.0278711,32.06936486,0.54572043,0.544529854,154.1496084,66.28424593,21.92493797,泥岩
1503,非储层,2.426342159,11.31440733,86.25925051,98.55559981,1.444400191,99.87340765,10.82565117,0.477441751,0.011314407,1.317807841,0.12659235,2.755777465,229.3463044,32.24314503,0.540218009,0.539270517,160.7297828,66.55179657,22.0263485,泥岩
1503.125,非储层,2.440886659,10.31241484,87.2466985,98.34599416,1.654005844,99.63070226,9.866942433,0.435159991,0.010312415,1.284708107,0.369297737,2.57164249,209.063384,29.49921957,0.602274339,0.602594124,163.159728,64.52128994,22.20802185,泥岩
1503.25,非储层,2.543429559,40.45738675,56.99918369,98.73906141,1.260938587,99.10178841,35.57080291,4.846126454,0.040457387,0.362726997,0.89821159,2.317605115,194.6371043,26.73471451,0.661789046,0.663152151,163.8543208,62.85440073,21.94790861,泥岩
1503.375,非储层,2.495696893,39.33075288,58.17355022,99.24020856,0.759791442,99.60495365,34.5802478,4.711174332,0.039330753,0.364745094,0.395046348,2.399253797,196.3369262,23.99755876,0.72828568,0.730856839,172.2798532,58.32605718,21.94050896,泥岩
1503.5,非储层,2.535649214,40.90847867,56.55587212,97.01314197,2.986858032,97.38170546,35.96741037,4.900159813,0.040908479,0.368563496,2.618294536,2.145997041,171.8740189,21.02645966,0.799405002,0.802980032,160.5217365,57.59419275,22.31647005,泥岩
1503.625,非储层,2.479749409,42.44396412,55.07628647,98.10846296,1.891537037,98.48515476,37.31743456,5.084085599,0.042443964,0.376691797,1.514845241,2.182228044,162.973369,20.91643679,0.810095236,0.813578242,166.8026002,56.87666032,22.1656838,泥岩
1503.75,非储层,2.502868458,41.80366241,55.69346913,96.00530816,3.994691837,96.37174083,36.75447071,5.007388034,0.041803662,0.366432665,3.628259172,2.000825577,161.717565,20.7814435,0.818773783,0.822180744,172.1843123,56.4132446,22.19593781,泥岩
1503.875,非储层,2.467333146,40.88624979,56.64641707,97.61652703,2.383472972,97.99329648,35.94786638,4.89749716,0.04088625,0.376769448,2.006703524,1.945129233,156.8618673,20.78190041,0.823773132,0.82693574,166.9172751,56.81951082,21.97670607,泥岩
1504,非储层,2.394797768,41.11676713,56.4884351,94.98644845,5.013551548,95.37259575,36.15054103,4.925109329,0.041116767,0.386147296,4.627404252,2.147737233,161.6542261,21.01621852,0.817659055,0.82066922,163.6006802,59.02779937,22.01385265,泥岩
1504.125,非储层,2.383922152,40.052927,57.56315085,96.8538982,3.146101804,97.23158633,35.21519521,4.797678859,0.040052927,0.377688133,2.768413671,2.072477648,142.3329583,21.29462152,0.805055419,0.807873234,171.0074669,56.45894119,22.13172643,泥岩
1504.25,非储层,2.351859507,38.89248312,58.75565737,96.94861515,3.05138485,97.32193909,34.19491378,4.658676857,0.038892483,0.373323939,2.678060911,2.156175829,175.224149,21.51902151,0.802685312,0.805332185,167.0083447,57.56489058,22.11416979,泥岩
1504.375,非储层,2.357943199,38.66740955,58.97464725,95.04186612,4.958133879,95.41526791,33.99702538,4.631716761,0.03866741,0.373401793,4.584732086,2.282489087,187.8216132,21.76994398,0.790947447,0.793497714,170.5876083,58.14040957,21.86993466,泥岩
1504.5,非储层,2.288612639,38.45834976,59.2530376,96.01497233,3.985027665,96.39591385,33.81321655,4.606674853,0.03845835,0.380941518,3.604086147,1.991516236,173.1901098,21.93973168,0.78592126,0.788339598,187.1481978,58.6398964,22.1116225,泥岩
1504.625,非储层,2.302752481,38.31074296,59.38650456,96.37445477,3.625545233,96.76639815,33.68343822,4.588993997,0.038310743,0.391943383,3.23360185,2.233255951,169.2673138,21.85837067,0.789232244,0.791466627,166.9447307,57.81519561,22.06996328,泥岩
1504.75,非储层,2.237895599,39.8789692,57.8831352,96.88291274,3.117087261,97.28280475,35.06224864,4.776841589,0.039878969,0.39989201,2.717195251,2.311433186,156.416056,21.61979984,0.79257918,0.794660805,168.9983551,58.45411734,22.08941167,泥岩
1504.875,非储层,2.249996407,41.24299968,56.50700391,97.58534852,2.414651483,97.99474236,36.26152678,4.940229903,0.041243,0.409393841,2.005257641,2.40548298,163.2345717,21.32595555,0.806734307,0.808693147,173.4673173,56.06415046,21.88396671,泥岩
1505,非储层,2.245013524,41.72085844,56.03412803,94.79151953,5.208480465,95.19673205,36.6816681,4.997469487,0.041720858,0.405212512,4.803267953,2.177338335,163.6717667,21.15902303,0.812510196,0.814391382,176.2965711,56.51278121,22.06300679,泥岩
1505.125,非储层,2.241910619,40.16320052,57.59488886,96.57319658,3.426803416,96.97117876,35.31214952,4.810887805,0.040163201,0.397982179,3.028821236,2.196170126,157.6002465,21.25984016,0.814590235,0.81643558,171.9106835,56.96014836,22.00005779,泥岩
1505.25,非储层,2.25959056,38.86811114,58.8722983,94.32183434,5.678165659,94.72857327,34.17348553,4.655757496,0.038868111,0.406738934,5.271426725,2.089993213,163.575904,21.43272039,0.810545594,0.812392462,164.1201143,57.99070891,21.99615612,泥岩
1505.375,非储层,2.27173575,39.3973691,58.33089515,96.46536031,3.534639689,96.87579636,34.63881788,4.719153855,0.039397369,0.410436052,3.124203637,2.270763251,162.9173013,21.67317858,0.800188625,0.80206167,158.7292028,56.35120065,21.85217343,泥岩
1505.5,非储层,2.261590881,39.09016349,58.64824563,95.21480848,4.785191517,95.6203299,34.36871763,4.682355699,0.039090163,0.405521416,4.379670101,2.419776562,166.651198,21.8294932,0.800511488,0.802331333,169.8211756,58.07115281,21.82876344,泥岩
1505.625,非储层,2.25501135,38.56463166,59.18035699,93.89345086,6.106549145,94.30104841,33.90666136,4.619405669,0.038564632,0.407597559,5.698951586,2.258816931,170.4734066,21.96321118,0.797161908,0.799039351,166.4993941,56.67165576,22.01269725,泥岩
1505.75,非储层,2.319707388,37.39711083,60.28318178,93.63340522,6.366594779,94.04011282,32.88015775,4.479555964,0.037397111,0.406707597,5.959887182,2.370638733,166.0580934,22.25745713,0.795502308,0.797354315,181.123224,59.269612,21.89647682,泥岩
1505.875,非储层,2.295614372,36.34869939,61.35568624,92.55612469,7.443875313,92.96127547,31.95837709,4.353973597,0.036348699,0.405150783,7.03872453,2.143149002,166.8131571,22.6585133,0.781648363,0.783490814,183.5701824,59.05684416,21.94193289,泥岩
1506,非储层,2.229181789,34.78256196,62.98825625,95.24056798,4.759432019,95.64258627,30.58140319,4.166376209,0.034782562,0.402018293,4.357413726,2.169363669,171.2028293,23.06918738,0.770899294,0.772695357,168.0055618,58.77310904,22.05036655,泥岩
1506.125,非储层,2.179722747,34.24658392,63.57369333,92.40738039,7.592619609,92.79748193,30.11016244,4.102174897,0.034246584,0.390101543,7.202518065,2.126331643,180.7116176,23.41444833,0.758343259,0.760004939,168.5687072,59.64831382,22.1906306,泥岩
1506.25,非储层,2.150217646,33.79168649,64.05809586,94.17608829,5.823911709,94.57621295,29.71020911,4.047685701,0.033791686,0.400124661,5.423787048,2.333716925,182.5386423,23.65442087,0.744157701,0.745802412,177.6649219,58.99517878,22.08482712,泥岩
1506.375,非储层,2.188508932,33.73579425,64.07569682,95.48719073,4.512809271,95.87861256,29.66106772,4.040990734,0.033735794,0.391421829,4.121387442,2.211902029,189.7945368,23.91031155,0.738817635,0.740414769,187.3815617,59.17033104,21.91711133,泥岩
1506.5,非储层,2.152618941,32.1291878,65.71819326,94.04858578,5.951414222,94.43605793,28.24851279,3.848545827,0.032129188,0.387472153,5.563942069,2.342100805,186.5084279,24.24947331,0.728774365,0.730367526,187.2961915,61.69070876,22.01446596,泥岩
1506.625,非储层,2.126240301,30.63166203,67.24209767,92.23634115,7.763658853,92.61819463,26.93186338,3.669166983,0.030631662,0.381853483,7.38180537,2.282787492,188.3749008,24.39384735,0.731512901,0.73311315,186.4109108,60.12216064,22.08042213,泥岩
1506.75,非储层,2.182816838,32.32757181,65.48961135,90.83061268,9.169387322,91.22144689,28.42293528,3.872308954,0.032327572,0.390834216,8.778553107,2.101712989,186.879459,24.44821475,0.739520298,0.741017987,196.7158547,61.50765823,22.13621902,泥岩
1506.875,非储层,2.169871818,33.3306955,64.49943268,91.0143373,8.985662705,91.41048633,29.30489821,3.992466597,0.033330695,0.39614903,8.589513674,2.195081838,178.8416452,24.17149281,0.756464937,0.757809236,187.6032506,59.12614553,22.11617615,泥岩
1507,非储层,2.118289307,35.28104488,62.60066582,90.43610452,9.563895475,90.83593323,31.0196776,4.226086227,0.035281045,0.399828701,9.164066774,2.49238335,182.4205947,23.8605078,0.76628098,0.767559291,189.6289167,57.79363284,22.14568872,泥岩
1507.125,非储层,2.11961718,34.00266846,63.87771436,92.13042071,7.869579293,92.52341286,29.89570794,4.072957855,0.034002668,0.392992154,7.476587139,2.266613218,188.6774062,23.63247944,0.767951115,0.769111884,190.4194061,59.51649091,22.64092397,泥岩
1507.25,非储层,2.069422372,34.793272,63.13730563,93.42539382,6.574606176,93.82961698,30.59081963,4.167659095,0.034793272,0.404223152,6.170383024,2.209474209,170.3671907,23.41230164,0.765881211,0.766963118,176.6481876,58.88844517,22.69835669,泥岩
1507.375,非储层,2.057378896,35.65348855,62.28913256,95.26661187,4.733388132,95.67407847,31.34713624,4.270698825,0.035653489,0.407466604,4.325921528,2.414291206,187.7584039,23.3081293,0.754284955,0.755426778,168.2706968,58.43225964,22.45832632,泥岩
1507.5,非储层,2.081181102,36.19399004,61.72482886,97.26594567,2.734054332,97.67529677,31.82235407,4.335441973,0.03619399,0.409351099,2.324703232,2.304082648,177.4103054,23.12924951,0.754934771,0.75608132,180.5275527,58.12166866,22.54530958,泥岩
1507.625,非储层,2.11685353,35.85267148,62.03047498,94.50101257,5.498987435,94.90393841,31.52226116,4.29455765,0.035852671,0.402925846,5.096061589,2.22634837,177.0301933,22.90559461,0.763955514,0.76508512,182.2839859,60.11914433,22.04302429,泥岩
1507.75,非储层,2.060771696,37.24057267,60.69865563,92.81136254,7.188637459,93.20617213,32.74252682,4.46080528,0.037240573,0.394809591,6.793827867,2.195649102,156.7514865,22.79178323,0.774566448,0.77560523,178.6732068,57.83739292,22.16606311,泥岩
1507.875,非储层,2.011947631,37.02737472,60.96067765,92.28263183,7.717368168,92.68181871,32.55507966,4.435267687,0.037027375,0.399186876,7.318181292,2.093710179,165.3898445,22.58387999,0.797555407,0.798374389,165.8816259,58.24871594,21.9922897,泥岩
1508,非储层,1.97444459,38.7706427,59.25491271,90.46291938,9.537080623,90.85976877,34.08778967,4.644082388,0.038770643,0.396849391,9.140231231,2.170577647,169.5484671,22.47360599,0.805634693,0.806243747,173.6850319,59.65357907,22.01895609,泥岩
1508.125,非储层,1.919412478,37.27835236,60.80223516,92.70032996,7.299670043,93.09171661,32.77574335,4.465330662,0.037278352,0.391386649,6.908283394,2.188603442,168.6364634,22.55315167,0.808704309,0.80917525,165.9410291,57.98383713,21.99877537,泥岩
1508.25,非储层,1.938136918,36.56626956,61.49559353,90.36378801,9.636211992,90.74837946,32.14966838,4.380034908,0.03656627,0.384591447,9.251620545,2.171350472,171.7922616,22.4925403,0.813405799,0.813762295,164.0965378,58.24711595,22.07142504,泥岩
1508.375,非储层,1.880424314,37.82632334,60.29325234,91.27497086,8.725029141,91.65836103,33.25752849,4.530968532,0.037826323,0.383390167,8.341638974,2.184955555,175.1311377,22.66183423,0.803841157,0.804152132,169.5625554,58.32402416,22.06341091,泥岩
1508.5,非储层,1.845191355,37.00100417,61.15380447,91.89340548,8.106594525,92.2747256,32.53189424,4.432108932,0.037001004,0.381320129,7.725274396,2.291042605,166.7661709,22.72627607,0.80717689,0.807414765,170.8728407,59.75784483,22.09759117,泥岩
1508.625,非储层,1.854886168,36.71151608,61.43359775,90.33643192,9.663568082,90.71581179,32.27737152,4.397433041,0.036711516,0.37937987,9.284188212,2.016635033,166.1192776,22.78476595,0.803171587,0.803418605,176.5372132,60.29894249,22.08798783,泥岩
1508.75,非储层,1.891159708,35.94530983,62.16353047,91.20800835,8.791991645,91.57828428,31.60371032,4.305654192,0.03594531,0.370275921,8.421715724,2.150481942,164.292956,22.95197607,0.801663415,0.801955262,176.9159146,59.16955726,21.91742937,泥岩
1508.875,非储层,1.895552288,36.06729882,62.03714889,89.40024844,10.59975156,89.76030568,31.71096507,4.320266458,0.036067299,0.360057241,10.23969432,2.208830023,184.2910131,22.96486468,0.812322504,0.812619468,188.6592574,58.89013658,21.76084156,泥岩
1509,非储层,1.880370497,36.97820326,61.14142624,87.34808631,12.65191369,87.70344632,32.5118473,4.429377759,0.036978203,0.355360007,12.29655368,2.097089955,181.806591,22.82579286,0.824754182,0.825052746,184.2489548,56.98203279,21.89207881,泥岩
1509.125,非储层,1.871062908,38.29426335,59.83467374,87.45113208,12.54886792,87.80704156,33.66894908,4.587020013,0.038294263,0.355909478,12.19295844,2.203767401,171.7146369,22.52321938,0.851699211,0.851823136,170.0661098,58.28716865,21.862599,泥岩
1509.25,非储层,1.852380531,39.43758208,58.71003738,85.18839241,14.81160759,85.55414011,34.6741738,4.723970706,0.039437582,0.365747704,14.44585989,2.03978924,166.6577237,22.125732,0.883770509,0.883668786,182.1469809,57.92571986,22.02159396,泥岩
1509.375,非储层,1.852690972,40.58751021,57.55979882,83.36677529,16.63322471,83.73438759,35.68520961,4.861713095,0.04058751,0.367612295,16.26561241,2.217679582,161.1451904,21.85827535,0.908446964,0.908114349,151.4103492,57.424611,22.18183255,泥岩
1509.5,非储层,1.808659712,40.07438087,58.11695942,82.41747998,17.58252002,82.78302664,35.23405781,4.800248679,0.040074381,0.365546661,17.21697336,2.235485164,173.8700436,21.87004619,0.924713152,0.924170028,171.1986476,57.58172635,21.91577365,泥岩
1509.625,非储层,1.786505121,38.41007615,59.80341873,81.52600409,18.47399591,81.88115664,33.7707736,4.600892472,0.038410076,0.355152552,18.11884336,2.120056833,174.7163153,21.95311397,0.926271716,0.925621468,176.1957923,58.02985881,22.97630971,泥岩
1509.75,非储层,1.743233459,38.66942652,59.58734002,83.45575264,16.54424736,83.81228348,33.99879873,4.631958362,0.038669427,0.356530843,16.18771652,2.285766329,172.1528363,22.00241437,0.917627179,0.916967727,168.3025691,58.8402284,23.03199499,泥岩
1509.875,非储层,1.717961657,40.08252744,58.19951091,85.62133224,14.37866776,85.96888171,35.24122041,4.801224503,0.040082527,0.347549474,14.03111829,2.214960984,158.403261,21.9531854,0.904189692,0.9036317,172.83657,57.87140978,24.04572635,泥岩
1510,非储层,1.74165069,40.4923842,57.76596511,87.84456446,12.15543554,88.19572905,35.60157325,4.850318571,0.040492384,0.35116459,11.80427095,2.060135483,153.9073535,21.71007062,0.893555965,0.893070905,171.4630074,57.60483289,24.03180901,泥岩
1510.125,非储层,1.704351763,40.88075361,57.41489462,88.87715974,11.12284026,89.23281687,35.94303405,4.896838809,0.040880754,0.355657136,10.76718313,2.162708698,156.2498422,21.6081517,0.888671755,0.888192359,171.9026653,57.16843645,22.85305294,泥岩
1510.25,非储层,1.686028835,39.7185586,58.59541256,86.69206872,13.30793128,87.05210479,34.92121299,4.75762705,0.039718559,0.360036073,12.94789521,2.092254318,154.9458981,21.48538532,0.884781264,0.884244852,167.6797261,58.01500747,23.17271985,泥岩
1510.375,非储层,1.642113395,41.37234576,56.98554084,88.9396259,11.0603741,89.30768264,36.37524999,4.955723426,0.041372346,0.368056742,10.69231736,2.020037581,162.0334131,21.28668161,0.886128108,0.885541879,162.1854408,56.45009421,21.84624677,泥岩
1510.5,非储层,1.669102168,42.62045222,55.71044562,90.51405543,9.485944573,90.87593845,37.47260581,5.105225957,0.042620452,0.361883025,9.124061548,2.252075007,161.4557007,21.18134141,0.883115076,0.882468469,170.1720853,56.81028586,22.02793058,泥岩
1510.625,非储层,1.621557461,42.00521582,56.37322672,91.75266318,8.247336815,92.12423022,36.93167981,5.031530803,0.042005216,0.371567038,7.875769778,2.22348647,152.6544818,20.92324879,0.883253037,0.882574585,165.2075089,57.41888578,22.07649554,泥岩
1510.75,非储层,1.584499303,42.47685428,55.93864642,90.71434383,9.285656166,91.07805927,37.34635212,5.088025296,0.042476854,0.363715434,8.921940732,2.236948203,152.084921,20.79162564,0.889966465,0.889210575,165.5434154,56.81167837,21.99108333,泥岩
1510.875,非储层,1.57942203,42.85422066,55.56635731,88.57734128,11.42265872,88.94745123,37.67813888,5.133227553,0.042854221,0.370109949,11.05254877,2.105427972,166.8659097,20.87870015,0.88527451,0.88441145,157.0616145,56.80860831,22.84316349,泥岩
1511,非储层,1.580530773,41.73987197,56.67959726,90.91810685,9.081893153,91.29867731,36.6983851,4.999746993,0.041739872,0.380570459,8.701322693,2.152117017,150.8208563,20.98285134,0.884553948,0.88359766,158.5448046,56.1583939,22.9308587,泥岩
1511.125,非储层,1.540475408,40.98301784,57.47650675,90.36728753,9.632712474,90.74158664,36.03294645,4.909088374,0.040983018,0.37429911,9.258413365,2.219033514,165.7093578,21.17035156,0.882381184,0.881301459,174.4861809,56.21834337,22.92539527,泥岩
1511.25,非储层,1.508251445,40.56671858,57.92502997,88.55891367,11.44108633,88.93582879,35.66692926,4.859222602,0.040566719,0.376915122,11.06417121,2.013098488,165.82423,21.36484368,0.869791762,0.86872045,166.0876368,58.67930216,22.85096793,泥岩
1511.375,非储层,1.512718336,40.76169705,57.72558462,90.22538369,9.774616315,90.59132739,35.83835755,4.8825778,0.040761697,0.36594371,9.408672605,2.175445286,165.6427762,21.30730393,0.870777976,0.869704105,166.4569069,58.24775029,22.13332252,泥岩
1511.5,非储层,1.557772787,42.36584495,56.07638227,91.48255296,8.517447041,91.85923735,37.24875089,5.074728213,0.042365845,0.376684393,8.140762648,2.17954407,158.485835,21.21215118,0.865163897,0.864192635,163.5197247,57.71919035,21.89839174,泥岩
1511.625,非储层,1.593605941,41.86549537,56.54089869,94.18338138,5.816618619,94.56106902,36.80883527,5.014794601,0.041865495,0.377687636,5.438930983,1.932652255,150.9514085,20.9605757,0.863958806,0.863100072,161.4311581,55.84927303,22.18365095,泥岩
1511.75,非储层,1.554839964,43.13030778,55.31485226,93.11596521,6.884034788,93.49168498,37.92087924,5.166298229,0.043130308,0.375719766,6.508315022,2.329923324,155.2646132,20.59107463,0.866804275,0.866020532,167.7529505,57.19459524,22.14797657,泥岩
1511.875,非储层,1.527510709,44.61270869,53.8597806,95.31491189,4.685088113,95.68370008,39.22423062,5.343865365,0.044612709,0.368788196,4.316299918,2.345309671,165.4019116,20.43766644,0.864557394,0.863845653,160.7233862,55.74940763,22.00823013,泥岩
1512,非储层,1.562873032,43.92713935,54.50998762,94.99794553,5.00205447,95.37030674,38.62146672,5.261745485,0.043927139,0.372361214,4.629693256,2.121645804,156.7744927,20.20301703,0.873357852,0.87267171,151.8166468,55.54205557,22.08710952,泥岩
1512.125,非储层,1.593963919,44.39021736,54.01581872,94.63025495,5.369745055,94.99445937,39.02861256,5.317214579,0.044390217,0.364204428,5.005540627,2.165507295,146.4796335,20.01924858,0.874860672,0.874224766,166.9951901,55.9487577,22.06810609,泥岩
1512.25,非储层,1.550771308,45.05173476,53.39749393,95.73914779,4.260852207,96.10823232,39.61022959,5.396453434,0.045051735,0.36908453,3.891767678,2.245060561,144.5870103,20.09578118,0.872233368,0.871590923,165.6137298,56.03096831,21.91487576,泥岩
1512.375,非储层,1.516065979,43.80278659,54.68114743,95.03664763,4.963352369,95.40401359,38.51213372,5.246850079,0.043802787,0.367365962,4.595986406,2.16211602,168.1238516,20.24318723,0.86501566,0.864318187,177.0424805,57.0211025,21.94205711,泥岩
1512.5,非储层,1.480458152,42.39505022,56.12449163,95.47556311,4.524436889,95.85069965,37.27442865,5.078226522,0.04239505,0.375136534,4.149300354,2.174044414,147.5330701,20.42941289,0.85018411,0.849410333,178.3648659,56.02770235,22.12053818,泥岩
1512.625,非储层,1.467823229,42.41258318,56.11959359,97.67461474,2.325385261,98.05557624,37.28984391,5.080326681,0.042412583,0.380961498,1.944423763,1.994423257,162.6061074,20.75676028,0.833745737,0.832939014,167.1925539,56.37831903,21.93649038,泥岩
1512.75,非储层,1.50973802,41.51778654,56.97247544,96.9780732,3.0219268,97.36617025,36.50312392,4.973144828,0.041517787,0.388097048,2.633829752,2.093707689,170.5686648,20.93907129,0.820994347,0.820190391,166.0445221,56.6522428,22.1534708,泥岩
1512.875,非储层,1.515702566,41.77297236,56.71132508,97.31843778,2.681562218,97.70840298,36.72748751,5.003711873,0.041772972,0.389965197,2.29159702,2.12826475,161.9435739,20.86295415,0.821082555,0.820267028,165.8078838,57.13947818,22.65712573,泥岩
1513,非储层,1.490342165,43.17608952,55.33356831,96.76361722,3.236382785,97.1554241,37.96113131,5.171782125,0.04317609,0.391806883,2.844575902,2.324089056,154.0929472,20.87296729,0.822131109,0.821341975,163.394695,57.42516828,22.705669,泥岩
1513.125,非储层,1.519179609,42.27319066,56.20762973,97.00999527,2.990004728,97.39272259,37.16728771,5.063629761,0.042273191,0.382727321,2.607277408,2.101288277,155.5967548,20.81916435,0.825745772,0.824970591,165.3056461,57.29811283,22.97906462,泥岩
1513.25,非储层,1.507314982,42.11901711,56.37366791,96.31440032,3.685599681,96.68798404,37.03173578,5.045162317,0.042119017,0.373583724,3.312015957,2.084694233,162.9483953,20.78457087,0.830323593,0.829528342,165.3338697,57.92274697,22.45527901,泥岩
1513.375,非储层,1.474668148,42.22056488,56.30476697,95.92283182,4.07716818,96.29463981,37.12101825,5.057326061,0.042220565,0.371807988,3.705360191,2.144847888,168.8956069,20.94227461,0.827464489,0.82670479,164.850435,57.22927527,21.92190405,泥岩
